section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
108,Lower Bowl (100s),Box Level Down the Line,"down the baselines"" between ""corner bases and foul poles"" on ""the lower seating tier",7,toward first base / right field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 107, with seat numbers counting up toward the edge facing section 109. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows W & Above - Covered""; upper rows ""well protected by the overhanging seating deck above"". ""these sections do not extend all the way to the field due to the Field Level seats just beneath"". ""Lower rows will have closer views but a longer walk to the restrooms and concessions"". Obstructed view / netting / dugout proximity / wheelchair rateyourseats.com/pnc-park/seating/sections/108","HIGH - zone, rows, location and seat direction stated by the source"
109,Lower Bowl (100s),Infield Box,"Located in Sections 109-124 on the lowest seating tier at PNC Park""; ""forming the lowest tier of seating at PNC Park along the infield",6,toward first base / right field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 108, with seat numbers counting up toward the edge facing section 110. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""There is some amount of netting or screening in front of sections 109-124"". ""Rows W & Above - Covered""; ""The back rows-especially the double-letter rows-offer some of the best protection from sun and rain"". ""Top Pick for Great Views of the Field: Rows A-Q"". rateyourseats.com/pnc-park/seating/sections/109","HIGH - zone, rows, location and seat direction stated by the source"
110,Lower Bowl (100s),Infield Box,"Located in Sections 109-124 on the lowest seating tier at PNC Park""; ""between the bases",5,toward first base / right field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 109, with seat numbers counting up toward the edge facing section 112. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""There is some amount of netting or screening in front of sections 109-124"". ""Rows W & Above - Covered""; ""back rows-especially double-letter rows-offer some of the best protection from sun and rain"". ""Rows A-Q"" for ""Great Views of the Field""; ""Rows DD-HH"" for ""Outstanding Convenience"". rateyourseats.com/pnc-park/seating/sections/110","HIGH - zone, rows, location and seat direction stated by the source"
112,Lower Bowl (100s),Infield Box,Located in Sections 109-124 on the lowest seating tier at PNC Park,4,toward first base / right field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 110, with seat numbers counting up toward the edge facing section 113. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""There is some amount of netting or screening in front of sections 109-124. The height and coverage of netting or screening will vary by section."" ""Rows W & Above - Covered"". ""The back rows-especially the double-letter rows-offer some of the best protection from sun and rain."" ""For baseball games, we recommend rows A-Q for great views of the field."" UNKNOWN (not stated).","HIGH - zone, rows, location and seat direction stated by the source"
113,Lower Bowl (100s),Infield Box,Located in Sections 109-124 on the lowest seating tier at PNC Park,3,toward first base / right field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 112, with seat numbers counting up toward the edge facing section 114. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""There is some amount of netting or screening in front of sections 109-124. The height and coverage of netting or screening will vary by section."" ""Rows W & Above - Covered"". ""The back rows-especially the double-letter rows-offer some of the best protection from sun and rain."" ""Front rows not field-level"" - Home Plate Club seating sits below. UNKNOWN (not stated).","HIGH - zone, rows, location and seat direction stated by the source"
114,Lower Bowl (100s),Infield Box,Located in Sections 109-124 on the lowest seating tier at PNC Park,2,toward first base / right field,"A-Z, AA-KK",KK,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row KK.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 113, with seat numbers counting up toward the edge facing section 115. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""There is some amount of netting or screening in front of sections 109-124. The height and coverage of netting or screening will vary by section."" ""Rows W & Above - Covered"". ""The back rows-especially the double-letter rows-offer some of the best protection from sun and rain."" Page notes ""Sections 114, 115, 117, and 119 are among the widest sections in this area, meaning they contain more seats per row"" (no seat count given). Also described as ""Located in Sections 109 through 124, forming the lowest tier of seating at PNC Park along the infield."" UNKNOWN (not stated).","HIGH - zone, rows, location and seat direction stated by the source"
115,Lower Bowl (100s),Infield Box,Located in Sections 109-124 on the lowest seating tier at PNC Park,1,toward first base / right field,"A-Z, AA-KK",KK,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row KK.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 114, with seat numbers counting up toward the edge facing section 116. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""There is some amount of netting or screening in front of sections 109-124. The height and coverage of netting or screening will vary by section."" ""Rows W & Above - Covered"". ""The back rows-especially the double-letter rows-offer some of the best protection from sun and rain."" Page notes ""Sections 114, 115, 117, and 119 are among the widest sections in this area, meaning they contain more seats per row"" (no seat count given). UNKNOWN (not stated).","HIGH - zone, rows, location and seat direction stated by the source"
116,Lower Bowl (100s),Infield Box,Located in Sections 109-124 on the lowest seating tier at PNC Park,0,behind home plate,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 115, with seat numbers counting up toward the edge facing section 117. This section is behind home plate, so seat 1 is on its first-base side.",not published,"""There is some amount of netting or screening in front of sections 109-124. The height and coverage of netting or screening will vary by section."" ""Rows W & Above - Covered"". ""The back rows-especially the double-letter rows-offer some of the best protection from sun and rain."" Listed as a ""Home Plate View"" section. ""Excellent Infield Views: Positioned between the bases with a comfortable height to follow the action."" UNKNOWN (not stated).","HIGH - zone, rows, location and seat direction stated by the source"
117,Lower Bowl (100s),Infield Box,Located in Sections 109-124 on the lowest seating tier at PNC Park,0,behind home plate,"A-Z, AA-KK",KK,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row KK.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 116, with seat numbers counting up toward the edge facing section 119. This section is behind home plate, so seat 1 is on its first-base side.",not published,"""There is some amount of netting or screening in front of sections 109-124. The height and coverage of netting or screening will vary by section."" ""Rows W & Above - Covered"". ""The back rows-especially the double-letter rows-offer some of the best protection from sun and rain."" Page notes ""Sections 114, 115, 117, and 119 are among the widest sections in this area, meaning they contain more seats per row"" (no seat count given). Page also states ""Rows DD-KK are under cover."" Listed as a Home Plate View section. UNKNOWN (not stated).","HIGH - zone, rows, location and seat direction stated by the source"
119,Lower Bowl (100s),Infield Box,Located in Sections 109-124 on the lowest seating tier at PNC Park,1,toward third base / left field,"A-Z, AA-KK",KK,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row KK.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 117, with seat numbers counting up toward the edge facing section 120. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""There is some amount of netting or screening in front of sections 109-124. The height and coverage of netting or screening will vary by section."" ""Rows W & Above - Covered"". ""The back rows-especially the double-letter rows-offer some of the best protection from sun and rain."" Page notes ""Sections 114, 115, 117, and 119 are among the widest sections in this area, meaning they contain more seats per row"" (no seat count given). ""You will be well protected from the sun and rain the higher you sit."" ""Front rows do not extend all the way to the playing field."" UNKNOWN (not stated).","HIGH - zone, rows, location and seat direction stated by the source"
120,Lower Bowl (100s),Infield Box,Located in Sections 109-124 on the lowest seating tier at PNC Park,2,toward third base / left field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 119, with seat numbers counting up toward the edge facing section 121. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""There is some amount of netting or screening in front of sections 109-124. The height and coverage of netting or screening will vary by section."" ""Rows W & Above - Covered"". ""The back rows-especially the double-letter rows-offer some of the best protection from sun and rain."" UNKNOWN (not stated).","HIGH - zone, rows, location and seat direction stated by the source"
121,Lower Bowl (100s),Infield Box,Located in Sections 109-124 on the lowest seating tier at PNC Park,3,toward third base / left field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 120, with seat numbers counting up toward the edge facing section 123. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""There is some amount of netting or screening in front of sections 109-124. The height and coverage of netting or screening will vary by section."" ""Rows W & Above - Covered"". ""The back rows-especially the double-letter rows-offer some of the best protection from sun and rain."" ""For baseball games, we recommend rows A-Q for great views of the field."" UNKNOWN (not stated).","HIGH - zone, rows, location and seat direction stated by the source"
123,Lower Bowl (100s),Infield Box,Located in Sections 109-124 on the lowest seating tier at PNC Park,4,toward third base / left field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 121, with seat numbers counting up toward the edge facing section 124. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""There is some amount of netting or screening in front of sections 109-124. The height and coverage of netting or screening will vary by section."" ""Rows W & Above - Covered"". ""The back rows-especially the double-letter rows-offer some of the best protection from sun and rain."" Positioned ""between the bases with a comfortable height to follow the action."" UNKNOWN (not stated).","HIGH - zone, rows, location and seat direction stated by the source"
124,Lower Bowl (100s),Infield Box,Located in Sections 109-124 on the lowest seating tier at PNC Park,5,toward third base / left field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 123, with seat numbers counting up toward the edge facing section 125. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""There is some amount of netting or screening in front of sections 109-124. The height and coverage of netting or screening will vary by section."" ""Rows W & Above - Covered"". ""The back rows-especially the double-letter rows-offer some of the best protection from sun and rain."" ""For baseball games, we recommend rows A-Q for great views of the field."" UNKNOWN (not stated).","HIGH - zone, rows, location and seat direction stated by the source"
125,Lower Bowl (100s),Box Level Down the Line,Box Level seating down the baselines puts you between the corner bases and foul poles and keeps you on the lower seating tier,6,toward third base / left field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 124, with seat numbers counting up toward the edge facing section 127. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows W and above are under cover."" Page states the sections here are large with ""up to 32 lettered rows of seating"" (this is a ROW count, not seats per row). ""Upper rows (double letters) are a very good option as they are close to the concourse and well protected by the overhanging seating deck above."" Lower rows have closer views but a longer walk to restrooms and concessions. ""If you prefer a great line of sight to the bridges and Pittsburgh skyline, the third base side is the better choice""; first base side offers easier views of the videoboard. Page recommends rows DD-HH for ""outstanding convenience."" UNKNOWN (not stated).","HIGH - zone, rows, location and seat direction stated by the source"
127,Lower Bowl (100s),Box Level Down the Line,Box Level seating down the baselines puts you between the corner bases and foul poles and keeps you on the lower seating tier,7,toward third base / left field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 125, with seat numbers counting up toward the edge facing section 128. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows W and above are under cover."" Page states the sections here are large with ""up to 32 lettered rows of seating"" (this is a ROW count, not seats per row). ""Upper rows (double letters) are a very good option as they are close to the concourse and well protected by the overhanging seating deck above."" Lower rows have closer views but a longer walk to restrooms and concessions. ""If you prefer a great line of sight to the bridges and Pittsburgh skyline, the third base side is the better choice""; first base side offers easier views of the videoboard. UNKNOWN (not stated).","HIGH - zone, rows, location and seat direction stated by the source"
128,Lower Bowl (100s),Box Level Down the Line,Box Level seating down the baselines puts you between the corner bases and foul poles and keeps you on the lower seating tier,8,toward third base / left field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 127, with seat numbers counting up toward the edge facing section 129. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows W and above are under cover."" Page states the sections here are large with ""up to 32 lettered rows of seating"" (this is a ROW count, not seats per row). ""Upper rows (double letters) are a very good option as they are close to the concourse and well protected by the overhanging seating deck above."" Lower rows have closer views but a longer walk to restrooms and concessions. ""If you prefer a great line of sight to the bridges and Pittsburgh skyline, the third base side is the better choice""; first base side offers easier views of the videoboard. Page states ""Rows FF-HH"" have the most overhead protection and Row DD has ""some protection from the sun""; rain exposure varies by wind direction.","HIGH - zone, rows, location and seat direction stated by the source"
129,Lower Bowl (100s),Box Level Down the Line,Box Level seating down the baselines puts you between the corner bases and foul poles and keeps you on the lower seating tier,9,toward third base / left field,"F-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 128, with seat numbers counting up toward the edge facing section 130. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows W and above are under cover."" Page states the sections here are large with ""up to 32 lettered rows of seating"" (this is a ROW count, not seats per row). ""Upper rows (double letters) are a very good option as they are close to the concourse and well protected by the overhanging seating deck above."" Lower rows have closer views but a longer walk to restrooms and concessions. ""If you prefer a great line of sight to the bridges and Pittsburgh skyline, the third base side is the better choice""; first base side offers easier views of the videoboard. UNKNOWN (not stated).","HIGH - zone, rows, location and seat direction stated by the source"
130,Lower Bowl (100s),Box Level Down the Line,Box Level seating down the baselines puts you between the corner bases and foul poles and keeps you on the lower seating tier,10,toward third base / left field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 129, with seat numbers counting up toward the edge facing section 131. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",24 seats in Row K (stated for Row K only),"""Rows W and above are under cover."" Page states the sections here are large with ""up to 32 lettered rows of seating"" (this is a ROW count, not seats per row). ""Upper rows (double letters) are a very good option as they are close to the concourse and well protected by the overhanging seating deck above."" Lower rows have closer views but a longer walk to restrooms and concessions. ""If you prefer a great line of sight to the bridges and Pittsburgh skyline, the third base side is the better choice""; first base side offers easier views of the videoboard. ""These sections do not extend all the way to the field due to the Field Level seats just beneath."" ""There are a total of 24 seats in Section 130 Row K.""","HIGH - zone, rows, location and seat direction stated by the source"
131,Lower Bowl (100s),Box Level Down the Line,Box Level seating down the baselines puts you between the corner bases and foul poles and keeps you on the lower seating tier,11,toward third base / left field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 130, with seat numbers counting up toward the edge facing section 132. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows W and above are under cover."" Page states the sections here are large with ""up to 32 lettered rows of seating"" (this is a ROW count, not seats per row). ""Upper rows (double letters) are a very good option as they are close to the concourse and well protected by the overhanging seating deck above."" Lower rows have closer views but a longer walk to restrooms and concessions. ""If you prefer a great line of sight to the bridges and Pittsburgh skyline, the third base side is the better choice""; first base side offers easier views of the videoboard. ""These sections do not extend all the way to the field due to the Field Level seats just beneath."" UNKNOWN (not stated).","HIGH - zone, rows, location and seat direction stated by the source"
132,Lower Bowl (100s),Box Level Down the Line,Box Level seating down the baselines puts you between the corner bases and foul poles and keeps you on the lower seating tier,12,toward third base / left field,"F-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 131, with seat numbers counting up toward the edge facing section 133. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows W and above are under cover."" Page states the sections here are large with ""up to 32 lettered rows of seating"" (this is a ROW count, not seats per row). ""Upper rows (double letters) are a very good option as they are close to the concourse and well protected by the overhanging seating deck above."" Lower rows have closer views but a longer walk to restrooms and concessions. ""If you prefer a great line of sight to the bridges and Pittsburgh skyline, the third base side is the better choice""; first base side offers easier views of the videoboard. Page states ""Rows AA and above are covered"" for this section. ""The left field foul pole is right there...You cannot view the screen for close ups.""","HIGH - zone, rows, location and seat direction stated by the source"
133,Lower Bowl (100s),Bleacher Reserved,Bleacher Reserved seating is located directly behind the left field wall,13,toward third base / left field,A-P,P,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row P.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 132, with seat numbers counting up toward the edge facing section 134. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,section is exposed to sun most of the day and is not recommended if you prefer shade. Scoreboard view requires roughly a 180-degree turn. Bench-style seating with back support. Good location for catching home run balls; close to the bullpens (Section 138 area). UNKNOWN (not stated). UNKNOWN (not stated).,"HIGH - zone, rows, location and seat direction stated by the source"
134,Lower Bowl (100s),Bleacher Reserved,directly behind the left field wall,14,toward third base / left field,A-G,G,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row G.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 133, with seat numbers counting up toward the edge facing section 135. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"bench-style seating with bench back support. Exposed to the sun for most of the day; not recommended if you prefer shade. Viewing the scoreboard requires a full 180 degree turn. Site states fans can get closest to the bullpens located just beside section 138. For concerts this section is behind the stage or to the side of the stage, which 'may restrict or limit your view'. Site also notes Upper Bleacher Reserved sections exist on the 200 level in this area.","HIGH - zone, rows, location and seat direction stated by the source"
135,Lower Bowl (100s),Bleacher Reserved,directly behind the left field wall,15,toward third base / left field,A-L,L,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row L.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 134, with seat numbers counting up toward the edge facing section 136. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"bench-style seating with bench back support. Exposed to the sun for most of the day; not recommended if you prefer shade. Viewing the scoreboard requires a full 180 degree turn. Site states fans can get closest to the bullpens located just beside section 138. For concerts this section is behind the stage or to the side of the stage, which 'may restrict or limit your view'.","HIGH - zone, rows, location and seat direction stated by the source"
136,Lower Bowl (100s),Bleacher Reserved,directly behind the left field wall,16,toward third base / left field,A-F,F,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row F.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 135, with seat numbers counting up toward the edge facing section 137. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"bench-style seating with bench back support. Exposed to the sun for most of the day; not recommended if you prefer shade. Viewing the scoreboard requires a full 180 degree turn. Site states fans can get closest to the bullpens located just beside section 138. For concerts this section is behind the stage or to the side of the stage, which 'may restrict or limit your view'.","HIGH - zone, rows, location and seat direction stated by the source"
137,Lower Bowl (100s),Bleacher Reserved,directly behind the left field wall,17,toward third base / left field,A-F,F,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row F.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 136, with seat numbers counting up toward the edge facing section 138. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"bench-style seating with bench back support. Exposed to the sun for most of the day; not recommended if you prefer shade. Viewing the scoreboard requires a full 180 degree turn. Site states fans can get closest to the bullpens located just beside section 138. For concerts this section is behind the stage or to the side of the stage, which 'may restrict or limit your view'.","HIGH - zone, rows, location and seat direction stated by the source"
138,Lower Bowl (100s),Bleacher Reserved,directly behind the left field wall,18,toward third base / left field,A-L,L,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row L.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 137, with seat numbers counting up toward the edge facing section 139. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",Row A has 24 seats,"bench-style seating with bench back support. Exposed to the sun for most of the day; not recommended if you prefer shade. Viewing the scoreboard requires a full 180 degree turn. Site states fans can get closest to the bullpens located just beside section 138. For concerts this section is behind the stage or to the side of the stage, which 'may restrict or limit your view'. the visiting team bullpen is closer to the field with the Pirates bullpen directly behind it.","HIGH - zone, rows, location and seat direction stated by the source"
139,Lower Bowl (100s),Outfield Reserved,behind the right field wall running from the foul pole to right center field,19,toward third base / left field,A-L,G,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row G.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 138, with seat numbers counting up toward the edge facing section 140. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,traditional/individual stadium seats rather than bleacher-style benches. Site notes no other seating sections located in front. the location text is rateyourseats' generic 'Outfield Reserved' zone blurb applied to every section in the zone. Site notes good sightlines for catching home run balls and a shorter walk from the concourse than other right-center field sections.,"HIGH - zone, rows, location and seat direction stated by the source"
140,Lower Bowl (100s),Outfield Reserved,behind the right field wall running from the foul pole to right center field,20,toward third base / left field,A-L,G,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row G.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 139, with seat numbers counting up toward the edge facing section 141. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,traditional/individual stadium seats rather than bleacher-style benches. Site notes no other seating sections located in front. the location text is rateyourseats' generic 'Outfield Reserved' zone blurb applied to every section in the zone.,"HIGH - zone, rows, location and seat direction stated by the source"
141,Lower Bowl (100s),Outfield Reserved,behind the right field wall running from the foul pole to right center field,21,toward third base / left field,A-G,E,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row E.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 140, with seat numbers counting up toward the edge facing section 142. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,traditional/individual stadium seats rather than bleacher-style benches. Site notes no other seating sections located in front. the location text is rateyourseats' generic 'Outfield Reserved' zone blurb applied to every section in the zone.,"HIGH - zone, rows, location and seat direction stated by the source"
142,Lower Bowl (100s),Outfield Reserved,behind the right field wall running from the foul pole to right center field,22,toward third base / left field,A-M,B,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row B.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 141, with seat numbers counting up toward the edge facing section 143. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,traditional/individual stadium seats rather than bleacher-style benches. Site notes no other seating sections located in front. the location text is rateyourseats' generic 'Outfield Reserved' zone blurb applied to every section in the zone.,"HIGH - zone, rows, location and seat direction stated by the source"
143,Lower Bowl (100s),Outfield Reserved,behind the right field wall running from the foul pole to right center field,23,toward third base / left field,A-M,B,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row B.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 142, with seat numbers counting up toward the edge facing section 144. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",Row A: 22 seats; Rows B-F: 16 seats; Rows G-L: 20 seats; Row M: 24 seats,traditional/individual stadium seats rather than bleacher-style benches. Site notes no other seating sections located in front. the location text is rateyourseats' generic 'Outfield Reserved' zone blurb applied to every section in the zone.,"HIGH - zone, rows, location and seat direction stated by the source"
144,Lower Bowl (100s),Outfield Reserved,behind the right field wall running from the foul pole to right center field,24,toward third base / left field,A-M,B,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row B.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 143, with seat numbers counting up toward the edge facing section 145. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,traditional/individual stadium seats rather than bleacher-style benches. Site notes no other seating sections located in front. the location text is rateyourseats' generic 'Outfield Reserved' zone blurb applied to every section in the zone.,"HIGH - zone, rows, location and seat direction stated by the source"
145,Lower Bowl (100s),Outfield Reserved,behind the right field wall running from the foul pole to right center field,25,toward third base / left field,A-M,B,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row B.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 144, with seat numbers counting up toward the edge facing section 146. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,traditional/individual stadium seats rather than bleacher-style benches. Site notes no other seating sections located in front. the location text is rateyourseats' generic 'Outfield Reserved' zone blurb applied to every section in the zone. Site calls these 'some of the best options for catching a home run ball'.,"HIGH - zone, rows, location and seat direction stated by the source"
146,Lower Bowl (100s),Outfield Reserved,behind the right field wall running from the foul pole to right center field,26,toward third base / left field,A-M,B,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row B.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 145, with seat numbers counting up toward the edge facing section 147. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,traditional/individual stadium seats rather than bleacher-style benches. Site notes no other seating sections located in front. the location text is rateyourseats' generic 'Outfield Reserved' zone blurb applied to every section in the zone. Site calls these 'some of the best options for catching a home run ball'.,"HIGH - zone, rows, location and seat direction stated by the source"
