section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
121,Field Box Level (100s),Field Box Home Plate,'sit between Club Box and Terrace seats'; 'Slight elevation with all seats within ~30 rows of the field',0,behind home plate,1-15,Entrances to this section are located at Rows 1 and 15,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 15.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 120, with seat numbers counting up toward the edge facing section 122. This section is behind home plate, so seat 1 is on its third-base side.",not published,for concerts 'you will be looking through the protective netting that is in place for baseball games.' 'Rows 12 and above are shaded during most day games.' rateyourseats.com section 121 page.,"HIGH - zone, rows, location and seat direction stated by the source"
122,Field Box Level (100s),Field Box Home Plate,Field Box sections (100-level) sit between Club Box and Terrace seats; 'slight elevation with all seats within ~30 rows of the field.',0,behind home plate,1-15,15,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 15.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 121, with seat numbers counting up toward the edge facing section 123. This section is behind home plate, so seat 1 is on its third-base side.",not published,'Rows 12 and above are shaded during most day games'; listed as 'Afternoon Shade in Select Rows Rows 1-15.' 'You will be looking through the protective netting that is in place for baseball games.' rateyourseats.com section 122 page.,"HIGH - zone, rows, location and seat direction stated by the source"
123,Field Box Level (100s),Field Box Infield,'Slight elevation with all seats within ~30 rows of the field' (lower-level middle seating between Club Box and Terrace seats),1,toward first base / right field,1-15,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 122, with seat numbers counting up toward the edge facing section 124. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,for concerts 'you will be looking through the protective netting that is in place for baseball games.' 'Rows 12 and above are shaded during most day games.' infield position; page states the Cubs occupy the third base side and the visiting team the first base side. rateyourseats.com section 123 page.,"HIGH - zone, rows, location and seat direction stated by the source"
124,Field Box Level (100s),Field Box Infield,Field Box sections (100-level) sit between Club Box and Terrace seats; 'slight elevation with all seats within ~30 rows of the field.',2,toward first base / right field,1-15,Entrances to this section are located at Rows 1 and 15,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 15.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 123, with seat numbers counting up toward the edge facing section 125. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Rows 12 and above are shaded during most day games'; listed as 'Afternoon Shade in Select Rows.' for concerts 'you will be looking through the protective netting that is in place for baseball games.' rateyourseats.com section 124 page.,"HIGH - zone, rows, location and seat direction stated by the source"
125,Field Box Level (100s),Field Box Infield,Field Box sections (100-level) sit between Club Box and Terrace seats; 'slight elevation with all seats within ~30 rows of the field',3,toward first base / right field,1-15,1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 124, with seat numbers counting up toward the edge facing section 126. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,for concerts 'you will be looking through the protective netting that is in place for baseball games.' 'Rows 12 and above are shaded during most day games.' Site recommends rows 10-15 for baseball for 'great views of the field.' rateyourseats.com section 125 page.,"HIGH - zone, rows, location and seat direction stated by the source"
126,Field Box Level (100s),Field Box Infield,"'Sections 109-111 and 123-126' comprise the Field Box Infield area, located on the first base side of the field",4,toward first base / right field,1-15,15,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 15.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 125, with seat numbers counting up toward the edge facing section 127. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,rows 13 and above receive shade during most day games; afternoon shade in select rows. for concerts viewers look through the protective netting in place for baseball games. page notes generally that the visiting team occupies the first base dugout but does not tie it to this section. rateyourseats.com section 126 page.,"HIGH - zone, rows, location and seat direction stated by the source"
127,Field Box Level (100s),Field Box Outfield,'Field Box Outfield sections are usually the least expensive Field Box option due to their distance from home plate.',5,toward first base / right field,1-15,15,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 15.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 126, with seat numbers counting up toward the edge facing section 128. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Rows 14 and above are shaded during most day games.' 'you will be looking through the protective netting that is in place for baseball games.' rateyourseats.com section 127 page.,"HIGH - zone, rows, location and seat direction stated by the source"
128,Field Box Level (100s),Field Box Outfield,'Field Box Outfield sections are usually the least expensive Field Box option due to their distance from home plate.',6,toward first base / right field,1-15,1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 127, with seat numbers counting up toward the edge facing section 129. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Afternoon Shade in Select Rows' and 'Rows 15 and above are shaded during most day games.' for concerts fans 'will be looking through the protective netting that is in place for baseball games.' rateyourseats.com section 128 page.,"HIGH - zone, rows, location and seat direction stated by the source"
129,Field Box Level (100s),Field Box Outfield,Field Box sections (100-level) sit between Club Box and Terrace seats; 'slight elevation with all seats within ~30 rows of the field.',7,toward first base / right field,1-15,15,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 15.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 128, with seat numbers counting up toward the edge facing section 130. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,for concerts 'you will be looking through the protective netting that is in place for baseball games.' Flagged as a 'Top Pick for Getting a Ball.' rateyourseats.com section 129 page.,"HIGH - zone, rows, location and seat direction stated by the source"
130,Field Box Level (100s),Field Box Outfield,'Field Box Outfield sections are usually the least expensive Field Box option due to their distance from home plate.',8,toward first base / right field,"1-13, 14-15",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 129, with seat numbers counting up toward the edge facing section 131. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Wheelchair seating is available behind Row 13.' for concerts 'you will be looking through the protective netting that is in place for baseball games.' Listed as a 'Top Pick for Getting a Ball' and among the 'Best Place to Catch a Foul Ball' locations alongside sections 28-32 and 129-131. rateyourseats.com section 130 page.,"HIGH - zone, rows, location and seat direction stated by the source"
131,Field Box Level (100s),Field Box Outfield,Field Box sections (100-level) sit between Club Box and Terrace seats; 'slight elevation with all seats within ~30 rows of the field.',9,toward first base / right field,"1-13, 14-15",15,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 15.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 130, with seat numbers counting up toward the edge facing section 132. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Wheelchair seating is available behind Row 13.' for concerts 'you will be looking through the protective netting that is in place for baseball games.' Flagged as a 'Top Pick for Getting a Ball.' rateyourseats.com section 131 page.,"HIGH - zone, rows, location and seat direction stated by the source"
132,Field Box Level (100s),Field Box Outfield,'Field Box Outfield sections are usually the least expensive Field Box option due to their distance from home plate.',10,toward first base / right field,"1-13, 14-15",15,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 15.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 131, with seat numbers counting up toward the edge facing section 133. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Wheelchair seating is available behind Row 13.' 'For concerts is you will be looking through the protective netting that is in place for baseball games.' a fan review states sitting in the sun during day games makes it hard to see toward home plate and suggests night games instead. rateyourseats.com section 132 page.,"HIGH - zone, rows, location and seat direction stated by the source"
133,Field Box Level (100s),Field Box Outfield,'Field Box Outfield sections are usually the least expensive Field Box option due to their distance from home plate.',11,toward first base / right field,"1-13, 14-15",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 132, with seat numbers counting up toward the edge facing section 134. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Wheelchair seating is available behind Row 13.' for concerts viewers look through the protective netting in place for baseball games. a fan review describes 'Super Sunny' conditions during day games in this section. rateyourseats.com section 133 page.,"HIGH - zone, rows, location and seat direction stated by the source"
134,Field Box Level (100s),Field Box Outfield,'Field Box Outfield sections are usually the least expensive Field Box option due to their distance from home plate.',12,toward first base / right field,10-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 133, with seat numbers counting up toward the far edge of the section, with no further section beyond it on that side. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,for concerts 'you will be looking through the protective netting that is in place for baseball games.' rateyourseats.com section 134 page.,"HIGH - zone, rows, location and seat direction stated by the source"
202,Terrace Level (200s),Terrace Box,"""along the 3rd base line"". RateYourSeats gives only a concert descriptor, ""Behind/Side Stage (most shows)""",10,toward third base / left field,1-9,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the far edge of the section, with no further section beyond it on that side, with seat numbers counting up toward the edge facing section 203. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Rows 1-6 are ""the only Terrace seats without pole obstructions at Wrigley Field."" Rows 7+ are Terrace Reserved, where ""it is highly likely that some portion of the field will be blocked by a pole."" ""Most sections (except corners) are covered, providing shade during day games""; ""Rows 1 and above are shaded during most day games."" aviewfrommyseat tags these seats as having ""extra leg room."" Netting, dugout adjacency, wheelchair rows and bench-vs-individual seating not stated.","HIGH - zone, rows, location and seat direction stated by the source"
203,Terrace Level (200s),Terrace Box,not stated by the source,9,toward third base / left field,1-29,1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 202, with seat numbers counting up toward the edge facing section 204. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Terrace Box seats are rows 1-6 of the 200-level and are the only Terrace seats without pole obstructions"" at Wrigley Field. Rows 7+: ""it is highly likely that some portion of the field will be blocked by a pole."" ""Most sections (except corners) are covered, providing shade during day games""; rows 12+ are ""under cover."" Netting, dugout adjacency, wheelchair rows and bench-vs-individual seating not stated.","MEDIUM - rows and zone confirmed, the source does not place this section"
204,Terrace Level (200s),Terrace Box,Far down the left field line,8,toward third base / left field,1-32,1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 203, with seat numbers counting up toward the edge facing section 205. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""The pole for the section doesn't come in until row 16,"" so rows 1-15 are unobstructed and rows 16+ are affected. Rows 1-6 are ""the only Terrace seats without pole obstructions at Wrigley Field."" ""All seats in this section are under cover"" and ""Most sections (except corners) are covered, providing shade during day games."" Netting, dugout adjacency, wheelchair rows and bench-vs-individual seating not stated.","HIGH - zone, rows, location and seat direction stated by the source"
205,Terrace Level (200s),Terrace Box,"Corner section, described as ""Terrace Box Corner""",7,toward third base / left field,1-30,1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 204, with seat numbers counting up toward the edge facing section 206. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Rows 1-6 are ""the only Terrace seats without pole obstructions at Wrigley Field""; rows 7+ are Terrace Reserved with likely pole obstruction. ""All seats in this section are under cover,"" though the general rule given is ""Most sections (except corners) are covered."" Netting, dugout adjacency, wheelchair rows and bench-vs-individual seating not stated.","HIGH - zone, rows, location and seat direction stated by the source"
206,Terrace Level (200s),Terrace Box,not stated by the source,6,toward third base / left field,"1-20, 21-22",Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 205, with seat numbers counting up toward the edge facing section 207. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Most views from seats higher than row 6 will have the risk of an obstructed view."" Rows 1-6 noted as ""the only Terrace seats without pole obstructions."" ""All seats in this section are under cover."" ""Wheelchair seating is available behind Row 20."" Netting, dugout adjacency and bench-vs-individual seating not stated.","MEDIUM - rows and zone confirmed, the source does not place this section"
207,Terrace Level (200s),Terrace Boxes,Left field area (200-level),5,toward third base / left field,"1-20, 21-22",Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 206, with seat numbers counting up toward the edge facing section 208. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"No section-specific pole statement given, but a verified review reports Row 11 Seat 13 had obstruction where ""the batter could not be seen,"" while seats 14-17 were better. ""All seats in this section are under cover."" ""Wheelchair seating is available behind Row 20."" Netting, dugout adjacency and bench-vs-individual seating not stated.","HIGH - zone, rows, location and seat direction stated by the source"
208,Terrace Level (200s),Terrace Box Outfield,"Located between 3rd base and the left field foul pole, and is separated from the field of play by two sections located in front",4,toward third base / left field,1-22,Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 207, with seat numbers counting up toward the edge facing section 209. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Rows 1-6 are ""the only Terrace seats without pole obstructions at Wrigley Field."" Rows 7+ are ""home to the famous obstructed views behind poles."" ""All seats in this section are under cover"" and ""Most sections (except corners) are covered, providing shade during day games."" Netting, dugout adjacency, wheelchair rows and bench-vs-individual seating not stated.","HIGH - zone, rows, location and seat direction stated by the source"
209,Terrace Level (200s),Terrace Box,"Categorized as ""Terrace Box Infield"" in the site's desirability ranking",3,toward third base / left field,1-22,Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 208, with seat numbers counting up toward the edge facing section 210. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Rows 1-6 have ""no pole obstructions""; rows 7+ are Terrace Reserved where it is ""highly likely that some portion of the field will be blocked by a pole."" ""All seats in this section are under cover"" and ""Most sections (except corners) are covered, providing shade during day games."" Netting, dugout adjacency, wheelchair rows and bench-vs-individual seating not stated.","HIGH - zone, rows, location and seat direction stated by the source"
210,Terrace Level (200s),Terrace Box,not stated by the source,2,toward third base / left field,1-22,Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 209, with seat numbers counting up toward the edge facing section 212. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Rows 7+ have pole obstructions; fan reports flag a ""Column in Section 210, Row 6, Seat 24,"" and higher rows report poles blocking home plate, the batter's box and the scoreboard. ""All seats in this section are under cover"" and ""Most sections (except corners) are covered, providing shade during day games."" Netting, dugout adjacency, wheelchair rows and bench-vs-individual seating not stated.","MEDIUM - rows and zone confirmed, the source does not place this section"
212,Terrace Level (200s),Terrace Box,not stated by the source,1,toward third base / left field,1-22,Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 210, with seat numbers counting up toward the edge facing section 213. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Rows 1-6 are ""the only Terrace seats without pole obstructions""; row 6 specifically is ""level with the support beams, so no obstruction."" Rows 7+ have confirmed pole obstructions, and fan feedback cites a ""Column in Section 212, Row 6."" ""All seats in this section are under cover""; ""Most sections (except corners) are covered."" Netting, dugout adjacency, wheelchair rows and bench-vs-individual seating not stated.","MEDIUM - rows and zone confirmed, the source does not place this section"
213,Terrace Level (200s),Terrace Box,"Home plate area; described as ""Terrace Box Home Plate: Sections 213-222""",0,behind home plate,1-22,Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 212, with seat numbers counting up toward the edge facing section 214. This section is behind home plate, so seat 1 is on its third-base side.",not published,"Rows 1-6 have ""no pole obstructions."" Rows 7+ are Terrace Reserved with ""obstructed views behind poles"" where ""some portion of the field will be blocked by a pole."" ""All seats in this section are under cover"" and ""Most sections (except corners) are covered, providing shade during day games."" Netting, dugout adjacency, wheelchair rows and bench-vs-individual seating not stated.","HIGH - zone, rows, location and seat direction stated by the source"
214,Terrace Level (200s),Terrace Boxes,"""Head-on View (most shows)"" (concert descriptor); no baseball-specific location wording given",0,behind home plate,"1-20, 21-22",Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 213, with seat numbers counting up toward the edge facing section 215. This section is behind home plate, so seat 1 is on its third-base side.",not published,"Rows 1-6 are ""the only Terrace seats without pole obstructions at Wrigley Field""; rows 7+ are subject to pole obstructions as Terrace Reserved. ""All seats in this section are under cover"" and ""Most sections (except corners) are covered, providing shade during day games."" ""Wheelchair seating is available behind Row 20."" Netting, dugout adjacency and bench-vs-individual seating not stated.","HIGH - zone, rows, location and seat direction stated by the source"
215,Terrace Level (200s),Terrace Box,"""Head-on View (most shows)"", behind home plate",0,behind home plate,"1-20, 21-22",Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 214, with seat numbers counting up toward the edge facing section 216. This section is behind home plate, so seat 1 is on its third-base side.",not published,"Rows 1-6 have no obstructions; rows 7+ may have pole blockages. A ""Column in Section 215, Row 6, Seat 5"" is noted as an obstruction point. ""All seats in this section are under cover."" ""Wheelchair seating is available behind Row 20."" Netting, dugout adjacency and bench-vs-individual seating not stated.","HIGH - zone, rows, location and seat direction stated by the source"
216,Terrace Level (200s),Terrace Box,not stated by the source,0,behind home plate,"1-20, 21-22",Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 215, with seat numbers counting up toward the edge facing section 217. This section is behind home plate, so seat 1 is on its third-base side.",not published,"Rows 1-6 are ""the only Terrace seats without pole obstructions at Wrigley Field."" Rows 7+ are Terrace Reserved where ""it is highly likely that some portion of the field will be blocked by a pole."" ""All seats in this section are under cover"" and ""Most sections (except corners) are covered, providing shade during day games."" ""Wheelchair seating is available behind Row 20."" Netting, dugout adjacency and bench-vs-individual seating not stated.","MEDIUM - rows and zone confirmed, the source does not place this section"
217,Terrace Level (200s),Terrace Box,"""Behind home plate"" with a ""head-on view"" of the field",0,behind home plate,"1-20, 21-22",Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 216, with seat numbers counting up toward the edge facing section 218. This section is behind home plate, so seat 1 is on its third-base side.",not published,"Rows 1-6 are ""the only Terrace seats without pole obstructions""; rows 7+ have obstructions. One review reports a ""pole"" at ""Row 6, Seat 2"" and notes poles are ""right on the aisle."" ""All seats in this section are under cover""; ""covered, providing shade during day games."" ""Wheelchair seating is available behind Row 20."" Netting, dugout adjacency and bench-vs-individual seating not stated.","HIGH - zone, rows, location and seat direction stated by the source"
218,Terrace Level (200s),Terrace Box,"Behind home plate area, per the site's ""Home Plate View"" designation",0,behind home plate,"1-20, 21-22",Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 217, with seat numbers counting up toward the edge facing section 220. This section is behind home plate, so seat 1 is on its third-base side.",not published,"Rows 1-6 have ""no pole obstructions""; rows 7+ are subject to pole obstructions as Terrace Reserved. ""All seats in this section are under cover"" and ""Most sections (except corners) are covered, providing shade during day games."" ""Wheelchair seating is available behind Row 20."" Netting, dugout adjacency and bench-vs-individual seating not stated.","HIGH - zone, rows, location and seat direction stated by the source"
220,Terrace Level (200s),Terrace Box,"behind catcher, but enough to the side that pitches are not obstructed by umpire or batter",0,behind home plate,1-23,Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 218, with seat numbers counting up toward the edge facing section 221. This section is behind home plate, so seat 1 is on its third-base side.",not published,"Rows 1-6 described as ""the only Terrace seats without pole obstructions""; rows 7+ are Terrace Reserved where obstructions are likely. ""All seats in this section are under cover"" and ""Most sections (except corners) are covered, providing shade during day games."" Netting, dugout adjacency, wheelchair rows and bench-vs-individual seating not stated.","HIGH - zone, rows, location and seat direction stated by the source"
221,Terrace Level (200s),Terrace Box,"Home plate area; listed among ""Sections 213-222"" for Terrace Box Home Plate",0,behind home plate,1-23,Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 220, with seat numbers counting up toward the edge facing section 222. This section is behind home plate, so seat 1 is on its third-base side.",not published,"Rows 1-6 have ""no pole obstructions""; rows 7+ are susceptible to obstruction. ""Right in front of a pillar"" (Row 7) and a ""Column in Section 221, Row 6, Seat 19."" ""All seats in this section are under cover""; ""Most sections (except corners) are covered, providing shade."" Netting, dugout adjacency, wheelchair rows and bench-vs-individual seating not stated.","HIGH - zone, rows, location and seat direction stated by the source"
222,Terrace Level (200s),Terrace Box,not stated by the source,0,behind home plate,1-23,Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 221, with seat numbers counting up toward the edge facing section 223. This section is behind home plate, so seat 1 is on its third-base side.",not published,"Terrace Box rows 1-6 are ""the only Terrace seats without pole obstructions."" Terrace Reserved rows 7+: pole obstructions are common and it is ""highly likely that some portion of the field will be blocked by a pole."" ""All seats in this section are under cover"" and ""Most sections (except corners) are covered."" Netting, dugout adjacency, wheelchair rows and bench-vs-individual seating not stated.","MEDIUM - rows and zone confirmed, the source does not place this section"
223,Terrace Level (200s),Terrace Box,Infield location along the 200-level,1,toward first base / right field,1-23,Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 222, with seat numbers counting up toward the edge facing section 225. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Rows 1-6 are ""the only Terrace seats without pole obstructions at Wrigley Field."" Rows 7+ have obstructions; a fan review reports ""Right behind a steel pillar. No view whatsoever!"" ""All seats in this section are under cover"" and ""Most sections (except corners) are covered, providing shade during day games."" Netting, dugout adjacency, wheelchair rows and bench-vs-individual seating not stated.","HIGH - zone, rows, location and seat direction stated by the source"
225,Terrace Level (200s),"aviewfrommyseat lists it as ""Terrace Box","""along the 1st base line"" and ""behind away team dugout"". RateYourSeats gives no location wording",2,toward first base / right field,1-23,Entrances to this section are located at Rows 1 and 22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Entrances to this section are located at Rows 1 and 22.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 223, with seat numbers counting up toward the edge facing section 226. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"RateYourSeats states no section-specific pole information. aviewfrommyseat user comments mention ""no pole obstruction"" in some seats and a pole near certain locations that ""does not affect the view at all."" RateYourSeats says ""All seats in this section are under cover""; aviewfrommyseat tags seats that ""can be in the shade during a day game,"" with reviews noting ""shaded seats"" and shade ""the whole time."" aviewfrommyseat places it ""behind away team dugout."" Netting, wheelchair rows and bench-vs-individual seating not stated.","HIGH - zone, rows, location and seat direction stated by the source"
